종목코드,년도,분기,배당금지급,유동자산,유동부채,영업이익(손실),수익(매출액),당기순이익(손실),자본총계,자산총계,부채총계,ATR,MARKETCAP,TSF_SLOPE,배당수익률,순이익률,자본회전율,AltmanZScore,1-부채비율,PER,PSR,PBR
045100,2023.0,2,10270212000.0,405811000000.0,185157000000.0,15727962718.0,217271000000.0,32894023125.0,496789000000.0,686394000000.0,189604000000.0,0.022,295200097648.737,0.105,0.03479067954855719,0.15139628908137764,0.4373506659769037,2.4134339709926946,0.6183409858108775,8.974277683424502,1.358672338456292,0.5942150559567161
045520,2023.0,2,0.0,51346598143.0,45863038206.0,1189207221.0,26287197881.0,681837415.0,28211575046.0,101227000000.0,73015417755.0,0.036,51935013134.6833,-0.051,0.0,0.02593800290493579,0.9317876736104868,1.9682169979737538,-1.5881368777158205,76.16920396585056,1.9756770337328788,1.840911037305887
048770,2023.0,2,412289775.0,57171305671.0,55061194731.0,-3860297113.0,20876614905.0,-5724748747.0,36704226657.0,104864000000.0,68159860123.0,0.038,54785974272.0,-0.071,0.007525462136587629,-0.27421824721348426,0.5687795877050182,1.949208816495272,-0.8570030301946432,-9.570022492377516,2.6242747936533823,1.4926374642096072
049430,2023.0,2,2246092500.0,90103002705.0,6070381785.0,2375261971.0,18158832094.0,4851286741.0,202890000000.0,212399000000.0,9509516607.0,0.017,85232178022.9389,0.0,0.026352635261714177,0.2671585218634711,0.08950087285721327,6.049166783071863,0.953129692902558,17.56898377137978,4.693703735005134,0.42009165087104533
049480,2023.0,2,471253245.0,82084998000.0,42258413434.0,2186253691.0,45062264910.0,1975429461.0,90519764494.0,139493000000.0,48972786876.0,0.032,86411573410.072,-0.102,0.005453589448760939,0.04383777568538554,0.49781685979736395,2.563715484195412,0.4589823874404124,43.74318350316028,1.9176038661761976,0.9546108037958358
049960,2023.0,2,3079755000.0,72925766372.0,7416908290.0,-3037003565.0,12440579292.0,635757174.0,105712000000.0,113302000000.0,7590540258.0,0.034,119943994332.467,-0.095,0.025676608630052583,0.05110350242362331,0.1176836999772968,10.36642381856609,0.9281960396359922,188.6632180299502,9.641351219842134,1.1346356830678812
051490,2023.0,2,966514850.0,154596000000.0,129983000000.0,3966831140.0,59712903954.0,7366434873.0,104093000000.0,237359000000.0,133266000000.0,0.038,112606029055.048,-0.003,0.008583153656253294,0.12336420413709495,0.5736495629293036,2.3619574650037833,-0.2802589991642088,15.286367285724594,1.8857905343507388,1.0817829158065193
052260,2023.0,2,1050000000.0,76056060196.0,42418682788.0,3491411560.0,25327513668.0,4246150667.0,135711000000.0,178976000000.0,43265177835.0,0.03,179249917636.923,-0.033,0.005857743277331998,0.16764972364282213,0.1866283032915534,3.5334727245584703,0.68119623438778,42.214686122658726,7.077280462132214,1.3208225753653402
052460,2023.0,2,0.0,76933004936.0,55033123952.0,2481864315.0,33369165145.0,1714613441.0,35016606389.0,95900280968.0,60883674579.0,0.069,64859265824.2119,0.75,0.0,0.051383168669322125,0.9529525726822711,2.8386020266717975,-0.7387085973621303,37.82734013002054,1.9436885982126628,1.8522430501599543
052690,2023.0,2,10766311915.0,513189000000.0,339334000000.0,11167090384.0,120068000000.0,20476551753.0,546128000000.0,928017000000.0,381889000000.0,0.036,2656289402733.5,-0.051,0.0040531396556116,0.17054129120998102,0.2198532212228635,5.5179973020977915,0.3007335276711687,129.7234727201727,22.123208537941,4.863858660851485
052860,2023.0,2,0.0,39032844394.0,24967441918.0,695500685.0,18747369223.0,867581583.0,45299072522.0,71837241947.0,26538169425.0,0.034,51355708886.4865,0.166,0.0,0.046277510869931406,0.4138576835959529,2.592617048099502,0.4141564507284019,59.1940975843496,2.739355494395519,1.133703319456376
053160,2023.0,2,269801700.0,39309051999.0,3342283738.0,146098021.0,6524870222.0,551939897.0,59132442486.0,64567999970.0,5435557484.0,0.027,57600003084.8536,0.295,0.0046840570408050305,0.08459017240511792,0.11034332335493847,7.269685256144217,0.9080782518786213,104.3591945389909,8.82776225811248,0.9740846253474272
053260,2023.0,2,1944359520.0,119299000000.0,27851633538.0,2276068884.0,61625345584.0,5284177678.0,128077000000.0,157733000000.0,29656073450.0,0.038,132350422782.21,0.003,0.014690995911660606,0.08574682426400784,0.48115856542548624,4.270825395671676,0.7684512172365061,25.04655044686217,2.1476621595866976,1.0333666363436795
053280,2023.0,2,4997130400.0,93865402341.0,179038000000.0,-561616041.0,155377000000.0,-502543949.0,177351000000.0,376890000000.0,199539000000.0,0.032,129000043693.292,0.107,0.03873743184057426,-0.0032343522464714854,0.8760988097050482,1.7591573275786054,-0.1251078370012011,-256.69405422149856,0.8302389909271771,0.7273713917220203
053610,2023.0,2,3677750000.0,212675000000.0,31045779327.0,6046690880.0,37751208387.0,7528981902.0,306608000000.0,346078000000.0,39469680685.0,0.066,564299681551.059,0.944,0.006517370326864573,0.19943684516844973,0.12312532088856129,9.607991248294137,0.8712698928762459,74.95033045585596,14.947857450448689,1.8404578284495756
053690,2023.0,2,6888117817.0,256822000000.0,123118000000.0,6969820276.0,105167000000.0,5839661749.0,201700000000.0,423739000000.0,222039000000.0,0.061,333109534984.258,-0.06,0.02067823671671697,0.05552751099679557,0.5214030738720873,2.336680229994848,-0.10083787803668809,57.042607825924264,3.167434033339907,1.6515098412704907
053800,2023.0,2,9554361300.0,255742000000.0,84435030158.0,4376016870.0,59106173235.0,4635102262.0,261017000000.0,354990000000.0,93973795512.0,0.022,639885265217.692,0.045,0.014931366323538581,0.07841993497991005,0.2264456845148017,5.490190471663173,0.6399705938233908,138.05202756014017,10.826031025110943,2.4515154776419648
054040,2023.0,2,3729644250.0,100396000000.0,38354641967.0,4144373187.0,112579000000.0,4311944994.0,128866000000.0,168649000000.0,39783239393.0,0.026,67579761416.4929,0.042,0.055188775038939056,0.038301503779568126,0.8736129002219359,2.800594693772866,0.6912821117051822,15.672686342364992,0.6002874551780785,0.5244198388941333
054210,2023.0,2,4305769800.0,304582000000.0,290500000000.0,5548445845.0,184295000000.0,9113655270.0,265875000000.0,592306000000.0,326431000000.0,0.032,318416381831.15,-0.081,0.013522450620280164,0.04945145158577281,0.6931640808650682,2.2310451040700916,-0.22776116596144802,34.93838338161654,1.7277537742811797,1.1976168569107664
054450,2023.0,2,1776186620.0,122358000000.0,71856769820.0,5449724768.0,48266176228.0,20520805965.0,202122000000.0,323663000000.0,121541000000.0,0.047,283045724708.906,0.228,0.006275263905952622,0.4251591397682658,0.23879724239815556,2.3664393220866464,0.398675057638456,13.79310954899456,5.864266590579979,1.4003706905181326
054540,2023.0,2,606500000.0,65842464669.0,39380289494.0,1407008373.0,23488542826.0,3225836344.0,66000587406.0,106930000000.0,40929684055.0,0.029,53560013985.9465,0.161,0.011323746109534965,0.13733658864649742,0.3558838451165769,2.302733543208184,0.3798587912070741,16.603450477445083,2.2802612483333666,0.8115114786810965
054620,2023.0,2,0.0,85093811401.0,96122019656.0,-6764196541.0,8597861567.0,3723357155.0,213967000000.0,365425000000.0,151458000000.0,0.055,195784509398.204,-0.317,0.0,0.4330561879817714,0.040183119672659806,1.3857364895110396,0.2921431809578112,52.58279054301575,22.77130282600234,0.9150219865596284
054800,2023.0,2,11489412850.0,796520000000.0,254700000000.0,18274869648.0,193729000000.0,36822584350.0,823815000000.0,1175500000000.0,351686000000.0,0.025,133072162973.781,-0.087,0.08633971668637971,0.19007264968073959,0.2351608067345217,1.5596035041113727,0.57310075684468,3.6138735323117266,0.6868985178975837,0.16153180569131018
058820,2023.0,2,0.0,137962000000.0,23759658339.0,2481439056.0,25433042882.0,6394848061.0,190590000000.0,241018000000.0,50428221069.0,0.027,300701673595.833,0.003,0.0,0.2514385750328717,0.1334437424943596,4.542186588917399,0.7354099319534078,47.02248915493553,11.823267667615653,1.5777429161334893
060380,2023.0,2,1168419750.0,96365730377.0,61503536792.0,2157566566.0,52677292464.0,4050670201.0,83148274242.0,150160000000.0,67012176859.0,0.041,52992996969.4682,0.176,0.02204856899626157,0.07689594532156818,0.6335344051842215,2.216227319631348,0.1940641285715261,13.082525690782152,1.0059931801863955,0.6373347487354419
060720,2023.0,2,6803232600.0,247393000000.0,187018000000.0,6041664703.0,75517551581.0,21759609630.0,246421000000.0,435988000000.0,189567000000.0,0.041,509065169432.947,0.197,0.01336416830005909,0.288139765848482,0.3064574511953121,3.111635728173984,0.2307189728148169,23.39495873726973,6.741017932591797,2.065835174083974
061040,2023.0,2,0.0,167991000000.0,98905665570.0,-1414392630.0,62510725427.0,-3826041816.0,238197000000.0,386033000000.0,147835000000.0,0.026,146166617287.018,-0.13,0.0,-0.06120616565981225,0.2624328829792147,1.6239705690318371,0.37935826227870206,-38.20308933262793,2.3382646144094315,0.6136349477620215
065530,2023.0,2,2391937950.0,34057665485.0,36493748032.0,99689670.0,14954099692.0,149355524.0,73423291409.0,124695000000.0,51271556139.0,0.034,148007981575.211,0.002,0.01616087135668778,0.009987597185800546,0.2036696994241118,2.5920945425362643,0.30169902281559535,990.9776191151188,9.897485279865487,2.0158136664824533
065710,2023.0,2,7470873000.0,59706317086.0,21371702642.0,3683179852.0,21649036703.0,8269069468.0,90937019216.0,113325000000.0,22388049558.0,0.015,95017478056.2127,-0.009,0.07862630279010566,0.3819601574629932,0.238066267067515,3.7410117621351926,0.7538070881252185,11.490709858456919,4.388993346897774,1.044872052497684
066620,2023.0,2,2749074400.0,211315000000.0,135211000000.0,4729815006.0,104878000000.0,5692785506.0,202282000000.0,341449000000.0,139166000000.0,0.024,121125006856.806,-0.085,0.02269617539217113,0.054280073094452604,0.5184742092722041,2.1721271333931815,0.31201985347188577,21.27693142999054,1.1549133932455424,0.5987898481672014
067080,2023.0,2,1751665000.0,61217575198.0,96710979270.0,942833420.0,34988930999.0,1475448193.0,81105984522.0,213432000000.0,132326000000.0,0.044,168108362956.8,-0.12,0.010419856390191235,0.04216899890545867,0.43139764846217055,1.9193209883712827,-0.6315195577720478,113.9371505921794,4.804615578612693,2.0726994668310605
067900,2023.0,2,904982950.0,60650454928.0,59091466267.0,9811657929.0,29987414135.0,11965460142.0,235346000000.0,343920000000.0,108575000000.0,0.019,158337066235.571,0.063,0.0057155470384526565,0.3990160701463898,0.1274184143133939,1.5084952310434687,0.5386579759163104,13.232843898730778,5.280117369332186,0.672787041303495
068790,2023.0,2,3433194480.0,216033000000.0,64541401172.0,8239931607.0,42101496110.0,17176712985.0,343450000000.0,408619000000.0,65168597477.0,0.03,153090148974.177,-0.079,0.022425966027239973,0.40798343460578745,0.12258406204687727,2.4346218277699343,0.8102530281642161,8.912656869091709,3.6362163609148994,0.44574164959356816
069260,2023.0,2,38370877000.0,473471000000.0,135795000000.0,43726439445.0,279945000000.0,85417481724.0,791337000000.0,978594000000.0,187256000000.0,0.029,903416832910.222,0.024,0.042473059613461005,0.3051223694797192,0.3537620508076837,4.103088022278592,0.7633675665361281,10.576486389862584,3.2271225880448733,1.141632062292247
069640,2023.0,2,0.0,135204000000.0,143095000000.0,-1862584188.0,79419586148.0,5881344277.0,101570000000.0,265505000000.0,163935000000.0,0.065,82190776521.0764,0.219,0.0,0.07405407862539093,0.7819197218470021,1.9424090926649158,-0.6140100423353352,13.974828313060579,1.0348930346717273,0.8092032738119169
071280,2023.0,2,745803450.0,79015111602.0,24935061441.0,4211565860.0,35756555655.0,5503732967.0,109192000000.0,135234000000.0,26042024036.0,0.038,105087660986.182,-0.227,0.007096964981436458,0.15392234699849755,0.32746497595977725,3.7476424257572987,0.7615024540625687,19.093888024052095,2.9389760579886035,0.9624119360275047
072950,2023.0,2,303625200.0,50276563288.0,9490299195.0,668982031.0,18751245448.0,1665515203.0,69247104424.0,81500294082.0,12253189658.0,0.037,40907263314.677,0.056,0.007422280920245847,0.08882157761833591,0.2707874300878507,3.1635515136435375,0.8230512342729348,24.561326874106594,2.181575801357779,0.5907433047915165
074600,2023.0,2,3943200000.0,352388000000.0,235759000000.0,27962568811.0,202656000000.0,21441621221.0,505486000000.0,1325880000000.0,820392000000.0,0.037,816242598140.266,0.168,0.0048309167017063556,0.10580304171107689,0.4009131805826472,1.3872786625176967,-0.6229766996514245,38.068138119184525,4.027724805287117,1.6147615732525125
075180,2023.0,2,2688000000.0,149507000000.0,25626043386.0,-1884087295.0,37290649247.0,3781224424.0,232802000000.0,262141000000.0,29339239268.0,0.026,87264036986.0662,-0.076,0.030803067252426153,0.10139872864520309,0.16018182510029982,2.724378932329616,0.8739734226166442,23.078248525051364,2.340105059798242,0.3748426846587472
075580,2023.0,2,8234666100.0,131075000000.0,283822000000.0,21194278261.0,120491000000.0,7414464807.0,209696000000.0,534555000000.0,324859000000.0,0.043,370089814602.547,0.024,0.022250453201052046,0.06153542428065167,0.5745984663512895,2.0773582906223136,-0.5491902563711277,49.91456891846664,3.0715141761836735,1.7648873350113832
075970,2023.0,2,1485507200.0,68801695715.0,39247969433.0,1015475072.0,29017184175.0,732614246.0,81479902880.0,126297000000.0,44817288820.0,0.073,75623976842.4115,-0.077,0.01964333617492193,0.025247599545899082,0.3561268871139332,2.3574935865275406,0.44995898085439645,103.22482432645938,2.6061790277902284,0.928132608071568
078140,2023.0,2,999993510.0,125230000000.0,37775738011.0,286426546.0,21295028361.0,2803295930.0,150442000000.0,190216000000.0,39774092817.0,0.038,97783680387.8615,0.186,0.010226588997606758,0.1316408638898079,0.14154975579293017,2.6600666156794057,0.7356184255925872,34.881683143549346,4.591854902947387,0.6499763411594871
079550,2023.0,2,32691540000.0,2009450000000.0,2106380000000.0,40220376361.0,545755000000.0,91318234259.0,993139000000.0,3228270000000.0,2235130000000.0,0.032,1784200079773.64,0.091,0.018322799315280577,0.16732459484384019,0.5495252930355167,2.349537277742887,-1.2505711687890617,19.53826740356399,3.2692326772519533,1.796524236032825
079940,2023.0,2,3821228030.0,198062000000.0,69098762264.0,11249903579.0,65536702659.0,13258503486.0,268922000000.0,389075000000.0,120152000000.0,0.029,168113207608.295,0.07,0.022730088161207945,0.20230653890212527,0.24370152928730263,1.962869760816269,0.5532087371059267,12.679651801261745,2.5651764703973616,0.6251351041312756
080010,2023.0,2,983311000.0,73172406804.0,26566322174.0,4379286985.0,20270882713.0,4273145133.0,136749000000.0,176729000000.0,39980039311.0,0.028,56500000503.9721,0.063,0.01740373435803546,0.21080212408607013,0.14823422996146224,1.7516925736038504,0.7076392565137588,13.222111289327017,2.7872491446925425,0.41316584944631995
080420,2023.0,2,2817809.0,205019000000.0,325178000000.0,11529394809.0,101889000000.0,4478322132.0,384160000000.0,958213000000.0,574053000000.0,0.033,252717612469.947,-0.087,1.1150030156030744e-05,0.04395295009274799,0.2652254269054561,1.1420328590700504,-0.4943070595585173,56.43131624322977,2.4803228265067574,0.6578446805236021
082920,2023.0,2,4235910400.0,166470000000.0,33696082749.0,15262793100.0,49811512987.0,17219012828.0,214816000000.0,251524000000.0,36707372687.0,0.051,510886512712.685,0.232,0.00829129423970958,0.34568339316442537,0.23187990180899,9.730746641476332,0.8291217940609639,29.66990720176058,10.256394196378217,2.378244734139199
083450,2023.0,2,2700754500.0,174220000000.0,40573255452.0,6307420671.0,64324444370.0,13675605523.0,212685000000.0,257431000000.0,44746678750.0,0.04,264158068622.024,0.102,0.010224009109729032,0.21260355463525943,0.3024399669464231,4.905540524157005,0.7896105566918212,19.316005289693088,4.106651385942224,1.2420194731304106
083550,2023.0,2,521073250.0,91249660914.0,40594830725.0,270034645.0,32475316683.0,271914769.0,132051000000.0,182179000000.0,50128018609.0,0.024,60408987497.6889,-0.064,0.008625757053450613,0.008372967434135613,0.24593010793557035,1.8192245398957796,0.6203889511703811,222.161479936711,1.8601508366294537,0.4574671604962878
083930,2023.0,2,4005363600.0,198914000000.0,100233000000.0,3129714748.0,64948497361.0,-1566107074.0,178950000000.0,281728000000.0,102779000000.0,0.057,341393339845.391,0.12,0.011732401111907851,-0.024113060927263414,0.36294214786811957,3.6055219543171684,0.42565521095278014,-217.98850507292389,5.256370104266483,1.9077689165370635
084690,2023.0,2,28797328595.0,2205660000000.0,1307610000000.0,40790472610.0,1289750000000.0,31034228863.0,1614940000000.0,4167810000000.0,2552860000000.0,0.041,292235289843.216,0.182,0.09854158479781734,0.02406220497228145,0.7986364818507189,1.484728742300792,-0.5807769948109527,9.416547488042413,0.22658289578849855,0.18095624622633272
086670,2023.0,2,1825034800.0,137473000000.0,94360207353.0,8270236330.0,43424930880.0,11727383369.0,116270000000.0,258627000000.0,142357000000.0,0.028,144451557355.52,0.089,0.012634234157187224,0.27006107163203846,0.37348353728390815,2.030909273217985,-0.2243657005246409,12.317458448349289,3.326466028344315,1.2423802989207877
086710,2023.0,2,579144515.0,42686270668.0,27907978330.0,2568332906.0,19042481985.0,4685639128.0,70996047111.0,126449000000.0,55453339524.0,0.057,126914108346.113,0.605,0.004563279233074622,0.24606241621711583,0.268218904571232,2.3049000240149966,0.21892356292315096,27.08576244971826,6.664788153460501,1.7876319129253846
088910,2023.0,2,0.0,111949000000.0,41659459887.0,10210213569.0,92798281855.0,16283521161.0,210037000000.0,273146000000.0,63108650900.0,0.032,78528504694.3476,0.03,0.0,0.17547222680742594,0.4418187360084176,1.9150404204981952,0.6995355537357704,4.822575161595148,0.8462280025512827,0.37387876504268636
089030,2023.0,2,4646261620.0,166660000000.0,173823000000.0,2430951065.0,39490614105.0,-962414682.0,218771000000.0,478999000000.0,260229000000.0,0.036,311529294569.585,0.137,0.014914365040435014,-0.02437071956999895,0.1805111925483725,1.743036810686262,-0.18950409332132678,-323.69549259389316,7.888692076078441,1.4240037234062486
090410,2023.0,2,921680700.0,82889787176.0,46021340216.0,7737919289.0,57717838505.0,12904920593.0,103418000000.0,154316000000.0,50897417467.0,0.043,133413569670.031,0.358,0.006908447935840212,0.22358634569938146,0.5581024435301398,3.174322448102605,0.5078475945483378,10.338193769467932,2.3114789660474484,1.2900347926105045
090460,2023.0,2,7923580500.0,469147000000.0,362649000000.0,9706587934.0,305288000000.0,973254153.0,600441000000.0,980891000000.0,380450000000.0,0.038,930537821050.435,0.21,0.00851505475731818,0.0031879869270983463,0.5084396302051326,2.902966833701231,0.3663823756205855,956.1097871322776,3.0480655022484835,1.5497572968042406
090470,2023.0,2,2894283000.0,78831141785.0,24891599019.0,401746202.0,18809821945.0,1398367088.0,168244000000.0,194394000000.0,26149424256.0,0.053,167425780163.674,0.042,0.017286961405648362,0.07434238835906216,0.11180084844036042,4.611068208000465,0.8445744023204393,119.72949134774974,8.900976343807384,0.9951333017620023
091580,2023.0,2,1551145185.0,133116000000.0,107034000000.0,7410222835.0,76719178204.0,2885689288.0,132341000000.0,255184000000.0,122843000000.0,0.056,256210464851.592,-0.299,0.006054183563105001,0.037613662653252264,0.5797083156693693,2.861065392057321,0.07176914183813032,88.78657377183015,3.339588233991715,1.9359870701565804
091590,2023.0,2,2348000000.0,110404000000.0,25338043962.0,-1537541255.0,18175597654.0,12580141091.0,183840000000.0,217419000000.0,33578901617.0,0.042,99790038767.0916,0.024,0.023529402623845008,0.6921445627528744,0.09886639280896432,2.6158534881839537,0.8173471408996954,7.932346548838209,5.490330533649895,0.542808884703683
092300,2023.0,2,1829758900.0,94762460955.0,87278609804.0,2467768375.0,57174950757.0,1758916387.0,93982506774.0,202279000000.0,108297000000.0,0.053,100273004674.956,0.03,0.018247771730101524,0.030763758668994633,0.6083573711700281,2.044693613013968,-0.15231018747374026,57.0083975657201,1.7537925848179143,1.0669383996398885
092460,2023.0,2,1713397600.0,132657000000.0,50288616086.0,1279039562.0,20341426384.0,69203532576.0,164833000000.0,226103000000.0,61269992585.0,0.046,117372395760.941,0.116,0.014597960524634548,3.4020983223887176,0.12340627413200027,2.273461342941643,0.6282904965328544,1.6960463056136834,5.770116291021895,0.7120685207510202
093190,2023.0,2,6413762000.0,126547000000.0,22851900775.0,3463753298.0,26382546482.0,2664186835.0,206548000000.0,237470000000.0,30922725467.0,0.025,118511666331.443,-0.062,0.05411924579697121,0.10098292963560938,0.12773082519317544,3.232937791802903,0.8502879453347406,44.483241480863704,4.49204804442588,0.5737750188154064
093320,2023.0,2,2902102200.0,109967000000.0,23133216742.0,7725792670.0,31395369067.0,14453589728.0,171369000000.0,205650000000.0,34280917480.0,0.04,318663995447.77,0.269,0.00910709161203517,0.46037330209926786,0.18320331604315834,6.65319594944155,0.7999584669339261,22.047394553509637,10.150031833284643,1.8595185943799382
093370,2023.0,2,1885566520.0,263113000000.0,333418000000.0,-3022746430.0,140020000000.0,-6942651426.0,398072000000.0,901544000000.0,503472000000.0,0.034,1198271779509.17,-0.174,0.001573571665663658,-0.049583284002285385,0.35174541289013045,2.4402354345835056,-0.2647762213870857,-172.5956995365894,8.557861587695829,3.010188557620656
093520,2023.0,2,1349680800.0,335230000000.0,244289000000.0,6680738099.0,46504022878.0,15062474202.0,102408000000.0,347282000000.0,244875000000.0,0.049,228061173722.663,0.698,0.005918064780466746,0.3238961549953502,0.4541053714358253,2.899352762940235,-1.391170611670963,15.141016719044801,4.904117098018924,2.2270076627834325
094820,2023.0,2,4813593810.0,97721483270.0,33249020347.0,3777497126.0,53148068788.0,1323932643.0,126641000000.0,181416000000.0,54774484640.0,0.047,204165590081.871,-0.082,0.02357691033082379,0.024910268109288727,0.4196750561666443,3.501083583275945,0.5674822163438381,154.21146322008997,3.841448894338159,1.612153719903743
097520,2023.0,2,8842227500.0,221720000000.0,186961000000.0,-2287097870.0,192201000000.0,12017779568.0,313578000000.0,506423000000.0,192845000000.0,0.027,540230520914.47,-0.024,0.016367508235248178,0.06252714381298745,0.6129288406712206,3.0876765195944857,0.3850174438257786,44.95260691525358,2.8107581173587546,1.7227947142799238
098120,2023.0,2,665021280.0,39110623808.0,9316777612.0,1287493316.0,16111594124.0,3091373767.0,51459536291.0,62464801225.0,11005264934.0,0.043,68247787679.7064,0.241,0.009744217396774977,0.19187261938252634,0.31309248557721325,5.006934960771988,0.7861375028378411,22.076847648848666,4.235942586093562,1.326241793042402
100030,2023.0,2,998441280.0,30229093553.0,6263482757.0,897953174.0,6277114034.0,3049327787.0,51257271624.0,59025747737.0,7768476113.0,0.039,65838458650.2244,-0.094,0.015165016017527878,0.48578499139625475,0.12246289814342928,6.004717116484832,0.8484414822157136,21.591138522696447,10.488651041483438,1.2844706041551597
100220,2023.0,2,1225151500.0,112518000000.0,120623000000.0,-5935199632.0,48664577203.0,-3459654755.0,185600000000.0,311095000000.0,125495000000.0,0.04,70312334205.6727,-0.029,0.01742441797503512,-0.07109184860619162,0.26220138579202584,1.4064912513586747,0.32384159482758623,-20.323511790896227,1.444836023384545,0.37883800757366753
100250,2023.0,2,10265339850.0,233127000000.0,140590000000.0,3210897640.0,69230739795.0,36345221702.0,429185000000.0,623844000000.0,194659000000.0,0.017,185013348752.898,0.087,0.05548432001903974,0.5249867589111756,0.16130745434952293,1.462166899510359,0.5464450062327435,5.090444908270215,2.672416173808677,0.4310806499595699
101490,2023.0,2,3124540500.0,109533000000.0,28538664089.0,6193080311.0,35763111332.0,13750006020.0,208921000000.0,243449000000.0,34527726251.0,0.053,1188410163200.0,0.506,0.002629176858927758,0.3844745467572564,0.17118006965312246,21.58627958874255,0.8347330988699078,86.42979221037461,33.230055186407625,5.688315707991362
101730,2023.0,2,67365000.0,99024918597.0,37243683722.0,936367624.0,15632811234.0,795890661.0,83378235673.0,126420000000.0,43042146327.0,0.048,344939381288.27,-0.384,0.00019529518418107863,0.05091155065373062,0.18749270847262967,6.308900042365799,0.48377240199940874,433.40046339389073,22.06508964542839,4.137062374393678
102710,2023.0,2,2143175400.0,236126000000.0,192955000000.0,4513543620.0,138410000000.0,1348557124.0,391835000000.0,663621000000.0,271786000000.0,0.034,381485319006.316,0.155,0.005617976087736464,0.009743205866628133,0.3532354179692983,1.9072293710297605,0.3063764084372248,282.8840634312766,2.7561976663992196,0.973586634696533
104830,2023.0,2,10086400000.0,192512000000.0,75315878931.0,5001975830.0,91175438973.0,13211403539.0,448485000000.0,525348000000.0,76862536385.0,0.029,395260788736.0,0.1,0.02551834203502752,0.14490090410107404,0.2032965182180006,3.930880369263495,0.8286173754194678,29.918152720806084,4.335167378278809,0.8813235228406635
105740,2023.0,2,1831376600.0,106553000000.0,68374836289.0,6046223050.0,33143196595.0,9694755612.0,121736000000.0,195692000000.0,73955985015.0,0.025,117612418271.835,0.009,0.015571285982464704,0.2925111820222723,0.27225468715088386,2.3680571400293053,0.3924887870884537,12.131550601054492,3.548614206077457,0.9661267315701677
107590,2023.0,2,2227689800.0,159258000000.0,141722000000.0,2647040072.0,106844000000.0,8840768812.0,264323000000.0,499608000000.0,235286000000.0,0.011,232463892480.0,-0.019,0.009582949748600888,0.0827446446407847,0.40421756714323004,1.6037952596513,0.10985423137600592,26.29453358903194,2.175731837819625,0.8794723575033482
109860,2023.0,2,3383690000.0,70051831575.0,14807951378.0,3567770169.0,31160749011.0,5543213919.0,156448000000.0,174588000000.0,18140063721.0,0.02,197470027776.0,-0.244,0.017135208001481047,0.1778909074696247,0.19917639733969114,7.377660982276194,0.8840505233623952,35.623742951566214,6.337139961118761,1.2622092209886593
110790,2023.0,2,5352918500.0,253993000000.0,170553000000.0,17603700534.0,107475000000.0,9152769699.0,382948000000.0,680038000000.0,297090000000.0,0.029,213573103491.068,-0.07,0.02506363588158407,0.0851618487927425,0.2806516811682004,1.474114500150613,0.22420276382171989,23.334259520853262,1.9871886810055175,0.5577078441226172
112610,2023.0,2,20714740500.0,1031700000000.0,684894000000.0,41832473032.0,415520000000.0,21005251071.0,964571000000.0,1970790000000.0,1006220000000.0,0.043,3639391910457.16,0.165,0.005691813635261373,0.05055172090633423,0.4307821819233628,3.5657491929055056,-0.043178781033226254,173.26105258897528,8.758644374415576,3.7730718459595054
114090,2023.0,2,0.0,294997000000.0,148803000000.0,11005890429.0,100234000000.0,30182580283.0,412755000000.0,622508000000.0,209753000000.0,0.035,1010722045703.76,-0.155,0.0,0.301121179270507,0.2428413950164141,4.013852639679984,0.49182202517231777,33.48693306625736,10.083624775063951,2.4487215071986044
118990,2023.0,2,6009418872.0,286385000000.0,202326000000.0,17820794637.0,150891000000.0,24017504192.0,192426000000.0,532477000000.0,340051000000.0,0.044,468897221000.17,0.005,0.012816068432185955,0.15917121758090277,0.7841507904337252,2.3985231030252345,-0.7671780320746677,19.523145171610093,3.1075227879739016,2.4367664504805484
119850,2023.0,2,793169050.0,100455000000.0,58042018997.0,1968593902.0,47202637425.0,3161698841.0,117421000000.0,175818000000.0,58397107847.0,0.07,78543550644.09,0.372,0.010098461853273524,0.06698140217320706,0.40199485121911754,2.260223295437661,0.5026689617104265,24.84219863876972,1.6639652978901316,0.6689060967255075
120110,2023.0,2,41774742350.0,2318140000000.0,2576760000000.0,65814042517.0,1347220000000.0,65788848598.0,2755890000000.0,5999330000000.0,3243440000000.0,0.03,1374579055559.22,0.124,0.030390934723652386,0.048833040333427356,0.48885115153362435,1.5800361314847189,-0.1769119957618046,20.893800162980927,1.0203077860774186,0.498778636142669
121600,2023.0,2,2658532445.0,159286000000.0,6867979913.0,4531558912.0,23485984639.0,8604262685.0,206449000000.0,216112000000.0,9662652532.0,0.05,1504177439081.79,-0.256,0.0017674327349457351,0.3663573325647188,0.11376167789139206,94.50834963381895,0.9531959344341702,174.81770305595802,64.04574737667187,7.285939420636532
122310,2023.0,2,2236295040.0,68011375119.0,21952814842.0,3708956409.0,24400309792.0,5474783725.0,88728402077.0,112262000000.0,23534009720.0,0.023,105951944748.281,-0.094,0.0211066917677911,0.22437353343747252,0.27499999121842633,4.028387321626595,0.7347635123691646,19.35271785522103,4.342237686794407,1.1941208677659345
