종목코드,년도,분기,배당금지급,유동자산,유동부채,영업이익(손실),수익(매출액),당기순이익(손실),자본총계,자산총계,부채총계,ATR,MARKETCAP,TSF_SLOPE,배당수익률,순이익률,자본회전율,AltmanZScore,1-부채비율,PER,PSR,PBR
002350,2020.0,3,10812159730.0,1108980000000.0,736489000000.0,5793343337.0,467278000000.0,-11960018604.0,1541210000000.0,3450110000000.0,1908910000000.0,0.031,522523118493.503,0.027,0.020692213123837958,-0.02559508173720997,0.30318905275724917,0.9897924256521203,-0.23857877901129632,-43.68915599502047,1.118227518722266,0.33903654197605954
002450,2020.0,3,4176369650.0,206354000000.0,242501000000.0,2440169739.0,59436097661.0,1232354319.0,225577000000.0,634313000000.0,408737000000.0,0.026,121764004614.516,-0.087,0.03429888548115407,0.02073410549307698,0.2634847420659021,1.210747894949181,-0.8119622124596035,98.8060030603228,2.0486540908020197,0.5397914876339505
002710,2020.0,3,790089630.0,158432000000.0,180804000000.0,894045061.0,106755000000.0,72298939.0,116716000000.0,321229000000.0,204513000000.0,0.096,89848779164.3972,1.588,0.008793548864524527,0.0006772417123319751,0.9146560882826691,1.9849538763495644,-0.7522276294595429,1242.7399406842915,0.8416353254123666,0.7698068745021865
002800,2020.0,3,424774000.0,42231595077.0,32163642823.0,-1976166116.0,17842707804.0,1717761891.0,57671644926.0,121667000000.0,63995494238.0,0.07,128342431398.613,0.16,0.0033096926353273883,0.09627248901172444,0.30938440939034156,2.082977862293065,-0.10965266068124624,74.71491367403551,7.192990705695525,2.225404551222562
002840,2020.0,3,2111000000.0,123725000000.0,35697505988.0,12938061547.0,73714275140.0,36226747113.0,253147000000.0,312473000000.0,59325799140.0,0.02,457424404987.245,0.379,0.0046149702048776,0.4914481902480524,0.2911915809391381,5.633854988664644,0.7656468410054238,12.626703787685587,6.20537072525631,1.8069502780724722
002870,2020.0,3,1662147000.0,81095470302.0,88876517326.0,-2290336034.0,5355838518.0,-6728410646.0,60494462408.0,151351000000.0,90856087713.0,0.1,82852236506.9546,0.378,0.02006158276560802,-1.256275861078902,0.08853436008535759,1.997675431286445,-0.5018909846694475,-12.313790115680552,15.469517280721458,1.3695736281736715
002920,2020.0,3,6209500000.0,190698000000.0,43993453668.0,-2112187576.0,59124758361.0,2198002576.0,300457000000.0,397259000000.0,96802755088.0,0.029,69020390662.4693,0.048,0.08996616710511454,0.03717567118971688,0.19678276212902346,1.290166967685388,0.6778149449405406,31.40141481911953,1.1673686722074905,0.22971860905299052
003010,2020.0,3,675528900.0,124437000000.0,107851000000.0,3663126533.0,49723529102.0,1197253534.0,94519855904.0,209376000000.0,114856000000.0,0.05,63690816059.5349,0.065,0.010606378467007713,0.024078209162186028,0.5260643769125313,2.0622731478391993,-0.21515208525766893,53.19743416980793,1.2808989468322574,0.6738342790894509
003080,2020.0,3,2678405325.0,90775674134.0,14240012101.0,-2495684998.0,5979903024.0,2741391468.0,145238000000.0,169634000000.0,24396412043.0,0.032,83283259342.6506,-0.076,0.03216018856779238,0.45843410118819344,0.04117312978697035,2.794627499118642,0.8320245938184222,30.379922136188178,13.927192298670729,0.573427722906745
003200,2020.0,3,3544385330.0,462574000000.0,176842000000.0,-1502293224.0,108982000000.0,1985708385.0,721636000000.0,965821000000.0,244185000000.0,0.038,162261596643.103,0.141,0.021843648795074614,0.01822051701198363,0.15102073621604245,1.3374801761253017,0.6616230343275558,81.71471595165923,1.4888843721266172,0.22485241401912182
003610,2020.0,3,1563872320.0,133791000000.0,32068082124.0,-1242497838.0,22763366769.0,3484487929.0,190829000000.0,231475000000.0,40646564502.0,0.044,81454623057.0127,0.224,0.019199307065792887,0.15307436568413532,0.11928672669772414,2.170555986299032,0.7870000654931902,23.376353919638646,3.5783205482565363,0.42684740795805765
003650,2020.0,3,3063464000.0,210269000000.0,24772215117.0,4389894558.0,63217843164.0,3864273652.0,268820000000.0,299982000000.0,31162718660.0,0.013,104728236411.762,0.064,0.029251557220493243,0.06112631274014339,0.23516793082359944,3.2321815898049326,0.8840758921955212,27.101661487549844,1.6566246358654717,0.3895860292822625
003670,2020.0,3,24715148000.0,906122000000.0,183500000000.0,19380619218.0,388653000000.0,13931211061.0,1009930000000.0,2063340000000.0,1053420000000.0,0.04,6092837355520.0,0.179,0.004056426679042815,0.03584485662274574,0.3848316219936035,4.341165991053338,-0.043062390462705435,437.3515933999961,15.676805159152252,6.032990093789607
003780,2020.0,3,2340000000.0,32204909090.0,18875235391.0,3176388695.0,17522221052.0,5820855829.0,44584121411.0,71243418787.0,26659297376.0,0.049,54405015351.4099,0.144,0.04301074055187008,0.33219851591448807,0.3930148334755978,2.5308950406961235,0.40204502113565266,9.346566372655971,3.1049154778925736,1.220277839499756
003960,2020.0,3,1103099151.0,531069000000.0,517212000000.0,24289228735.0,469428000000.0,32156108074.0,446241000000.0,1174960000000.0,728718000000.0,0.036,128760778955.348,0.003,0.008567043162907049,0.06850061793075829,1.0519607118126753,1.732423012405948,-0.6330144473501986,4.004240148062515,0.27429292448543335,0.28854473347499343
004080,2020.0,3,1148678350.0,74980899859.0,48611264187.0,1734978413.0,29816925955.0,7136880500.0,93955120177.0,156764000000.0,62808761382.0,0.012,86639957213.8293,0.004,0.013258066912071953,0.2393566832064127,0.31735285845868266,2.0624740705306377,0.3315025166943968,12.139751704379707,2.9057307029097226,0.9221407820173506
004100,2020.0,3,215119300.0,178365000000.0,246383000000.0,4847552366.0,102612000000.0,7952559305.0,79756225867.0,389560000000.0,309804000000.0,0.038,37066989726.2995,-0.095,0.005803527655966358,0.07750126013526683,1.286570407319848,1.8111429210534782,-2.8843864116216253,4.661013933337715,0.36123445334170956,0.4647548739442738
004150,2020.0,3,276317000.0,222936000000.0,167790000000.0,387384000.0,128023000000.0,6228323000.0,492936000000.0,705761000000.0,212825000000.0,0.036,141148815360.0,0.174,0.001957628898940835,0.048650031634940596,0.25971525715305843,1.2930347543768308,0.5682502393819888,22.6624109507487,1.1025270096779485,0.28634308583670093
004590,2020.0,3,1425000000.0,51421457059.0,22444022578.0,2506903552.0,18905097457.0,4929299602.0,107395000000.0,148128000000.0,40732666524.0,0.033,67275057408.0,-0.011,0.021181698758841138,0.26073917964251625,0.1760333112062945,1.8031454700373346,0.6207210156524978,13.647995220396831,3.558567077531252,0.626424400675046
004890,2020.0,3,1624553250.0,273544000000.0,33589631344.0,-831169840.0,73439154553.0,6091124232.0,359203000000.0,407200000000.0,47997153415.0,0.016,167339786240.0,0.136,0.009708111182059557,0.08294109959564039,0.20445028174319257,3.1870938250045513,0.8663787512492935,27.472725865756075,2.2786180921954,0.4658643099043524
005360,2020.0,3,1329411490.0,78663825785.0,78514161800.0,421594484.0,31885652128.0,-2253979022.0,71740949577.0,179019000000.0,107278000000.0,0.078,115462545289.084,0.191,0.01151378991924652,-0.07068944404686318,0.44445539564230235,1.9729718864680643,-0.4953523842733343,-51.22609578976108,3.6211442320695695,1.6094359611530924
005720,2020.0,3,10882375085.0,1257830000000.0,818909000000.0,13349171799.0,536947000000.0,-2792749616.0,2019310000000.0,4155200000000.0,2135890000000.0,0.027,210695426442.134,-0.046,0.05164979263557373,-0.00520116439052644,0.26590617587195625,0.8381792308320403,-0.05773259182592083,-75.44372228539015,0.39239520183953724,0.10434030755165577
005860,2020.0,3,985092125.0,94555167356.0,95912611775.0,-613122513.0,86498616411.0,-1833041986.0,59276727033.0,163385000000.0,104108000000.0,0.031,67971446660.0576,-0.092,0.014492734426070037,-0.021191575796892084,1.459234015448344,2.42508787035332,-0.7563047963502092,-37.08122736914636,0.7858096404350543,1.1466748765972907
005960,2020.0,3,15442991500.0,542819000000.0,254950000000.0,6375128959.0,289981000000.0,37512581505.0,447944000000.0,888645000000.0,440701000000.0,0.043,250444615142.516,0.042,0.06166230202718528,0.1293622047823823,0.6473599378493741,1.825627697274618,0.016169431893272357,6.676283132077556,0.8636587057169814,0.5590980460560159
006650,2020.0,3,15440250000.0,556040000000.0,85314167249.0,63113855506.0,434676000000.0,54224077272.0,1841340000000.0,2085920000000.0,244578000000.0,0.055,1082249924814.43,0.424,0.014266806257942213,0.12474596543632499,0.23606503959073283,3.3403570731759027,0.8671739059597902,19.95884447024565,2.48978532243425,0.5877506323184015
006880,2020.0,3,946308640.0,54612380074.0,58443054488.0,2061820047.0,44390259481.0,1108368614.0,91763857453.0,189955000000.0,98190964062.0,0.034,41696655360.0,-0.067,0.022695073065927558,0.0249687347395301,0.4837444797232504,1.3000335491270245,-0.07003962984328393,37.61984490838352,0.9393199284596901,0.4543899462766892
006920,2020.0,3,160515000.0,24283402853.0,14456347780.0,-257465304.0,15707507095.0,-35476528.0,28948272538.0,53638886371.0,24690613833.0,0.064,46628405901.8216,-0.016,0.0034424294996910727,-0.0022585715088610627,0.5426060250877136,2.3306841234684077,0.1470781615521627,-1314.3452454485287,2.9685427241770475,1.6107491678687609
007070,2020.0,3,62378350741.0,1449810000000.0,2151240000000.0,78961137133.0,2348770000000.0,66116644990.0,2636970000000.0,7631940000000.0,4994970000000.0,0.025,3508052136952.39,-0.138,0.01778147767073696,0.02814947610451428,0.8907078958046546,1.3858696850799392,-0.8942081252346443,53.05853219689195,1.4935698842170115,1.3303344888081359
007160,2020.0,3,741750000.0,332049000000.0,350469000000.0,6204275831.0,152347000000.0,18543343148.0,502172000000.0,1144040000000.0,641863000000.0,0.046,145500130022.53,0.032,0.005097933588685753,0.12171780965821447,0.3033761340735843,1.0642441785223782,-0.27817361382155914,7.846488567959385,0.9550574020002363,0.2897387375816296
007210,2020.0,3,188719320.0,209268000000.0,150827000000.0,3043861892.0,108048000000.0,3050791205.0,293041000000.0,476696000000.0,183655000000.0,0.054,131635180637.091,0.211,0.0014336541271613853,0.028235517594032283,0.36871291048010346,1.6475405173869802,0.37327882446483596,43.14788256284192,1.2183027972483618,0.4492039702194949
007540,2020.0,3,905186610.0,160750000000.0,47886603607.0,15909741326.0,86501954429.0,33607786716.0,288824000000.0,361991000000.0,73166424359.0,0.041,137319461744.132,-0.206,0.006591830455078818,0.38852054774768074,0.2994971139136637,2.2281722420910612,0.7466747072300086,4.08594183557934,1.5874723600244494,0.47544244266393676
007590,2020.0,3,2923417660.0,147287000000.0,33860384002.0,-3364437360.0,18146438510.0,10208930197.0,145846000000.0,210315000000.0,64468648055.0,0.024,84973682373.9297,-0.03,0.03440380101612399,0.562585886556976,0.12442191427944545,1.8901061388830265,0.5579676641457427,8.32346590036438,4.682664442783253,0.58262466795175
007610,2020.0,3,446725475.0,77563215680.0,41060780750.0,1707258861.0,19989594517.0,3019807178.0,86397455414.0,170885000000.0,84487127122.0,0.033,48780013514.8052,0.046,0.009157961279867514,0.15106895617276417,0.23136786171784465,1.377431821860966,0.022110932351491974,16.15335372078687,2.4402702852887086,0.5645973898418318
007660,2020.0,3,2385994260.0,265492000000.0,316371000000.0,4356597263.0,149539000000.0,-3614213670.0,77318830126.0,440459000000.0,363140000000.0,0.064,253469482731.894,0.391,0.009413339366474238,-0.024169037307993232,1.9340566813583295,2.519844462241442,-3.6966566799862495,-70.13129434926132,1.6950058695851518,3.278230224548869
007700,2020.0,3,15337382000.0,407511000000.0,153517000000.0,12620290906.0,159648000000.0,36336192172.0,505282000000.0,697151000000.0,191869000000.0,0.039,1742544064273.14,0.051,0.008801718312011592,0.22760192531068352,0.31595821739147645,6.747641423458655,0.6202734314699514,47.956155009987874,10.91491321077082,3.448656521057825
007770,2020.0,3,526500000.0,45351650680.0,11132819830.0,63534908.0,21539083293.0,-2109213520.0,90735824076.0,135995000000.0,45259265787.0,0.025,31168809429.8085,-0.099,0.016891886781420604,-0.09792494375494033,0.23738235159421642,1.0879097240715576,0.5011973909104412,-14.77745573611177,1.4470815217998656,0.34351195480096575
007980,2020.0,3,1724804620.0,380286000000.0,403469000000.0,15404343416.0,292601000000.0,-11678808167.0,170187000000.0,688978000000.0,518791000000.0,0.042,86721759298.0645,-0.101,0.019888948678633358,-0.03991376709922386,1.7192911326952118,2.0809625173383637,-2.048358570278576,-7.425565867509338,0.2963823066157139,0.5095674716521503
008370,2020.0,3,1710000000.0,45036738964.0,8775039082.0,1687946376.0,19766368411.0,4482339031.0,75221267912.0,87135321316.0,11914053404.0,0.032,49739959625.678,0.063,0.034378797507451556,0.2267659358461403,0.26277632589395217,3.556931721644743,0.8416132334017816,11.096875823465126,2.516393431076478,0.6612486203219531
008500,2020.0,3,0.0,25598815902.0,9924273588.0,-291643232.0,8166930063.0,2484834288.0,32322841061.0,52747114649.0,20424273588.0,0.05,15959996163.6056,-0.075,0.0,0.3042556099821961,0.25266745728159495,1.45122161926207,0.36811638712528083,6.422961982085141,1.9542222157517697,0.49376835821720405
009070,2020.0,3,1420873325.0,130597000000.0,107661000000.0,5416095380.0,119723000000.0,4442698052.0,203484000000.0,444732000000.0,241248000000.0,0.036,72750022028.3871,0.041,0.01953089889712438,0.037108141727153515,0.5883656700281104,1.1816220603943348,-0.18558707318511525,16.375189395470333,0.6076528488960943,0.35752207558524063
009140,2020.0,3,332578250.0,48450092245.0,3889271958.0,804181004.0,7368595942.0,2232951490.0,56426983678.0,60950259322.0,4523275644.0,0.028,31337441280.0,0.186,0.01061280807926894,0.3030362239395539,0.1305863872513338,5.364489719154911,0.9198384292555486,14.034089598605656,4.252837518390828,0.555362687093586
009160,2020.0,3,3650478106.0,321719000000.0,220317000000.0,1233386688.0,89142134699.0,-257548664.0,437690000000.0,675642000000.0,237952000000.0,0.023,155722357336.349,-0.024,0.02344222222448914,-0.0028891911201099968,0.20366500193972903,1.5585386581780574,0.45634581553154063,-604.6327514102305,1.7468995763021131,0.3557823055960817
009620,2020.0,3,825400000.0,146873000000.0,181652000000.0,600920361.0,69270575721.0,-1522822648.0,52300886263.0,297728000000.0,245427000000.0,0.048,37291652624.732,-0.024,0.022133639619194317,-0.021983686899520637,1.3244627514085765,1.7766456676896207,-3.6925973446386147,-24.488506704118837,0.5383476640201607,0.7130198777218791
009780,2020.0,3,1056000000.0,69633133635.0,56524647051.0,2523676097.0,36102622730.0,2232901804.0,98734582419.0,164866000000.0,66130955641.0,0.026,73128088305.5094,-0.003,0.014440415775513197,0.06184874214538817,0.36565326803926995,1.9198077717717046,0.330214864733412,32.750248208187394,2.0255616566256434,0.7406497741532999
010100,2020.0,3,1522521000.0,398481000000.0,386225000000.0,5895183439.0,244166000000.0,6952897954.0,236336000000.0,685311000000.0,448976000000.0,0.061,60444035067.017,-0.136,0.02518893714345697,0.028476110326581098,1.0331307968316294,1.9522069374100304,-0.8997359691286981,8.69335857751854,0.24755303796194802,0.2557557495378044
010240,2020.0,3,1848404400.0,60919778961.0,22494143200.0,3337919105.0,26522039705.0,9007775303.0,73117865164.0,105970000000.0,32851689915.0,0.051,60627605280.0,0.182,0.030487834567494564,0.33963358034268504,0.3627299517773432,2.448550761895021,0.5507022826594408,6.730585881711352,2.2859329808095543,0.829171314401556
011200,2020.0,3,105000000.0,1948660000000.0,2668420000000.0,277069000000.0,1718480000000.0,-12832000000.0,1692900000000.0,9116930000000.0,7424040000000.0,0.048,4967977106967.59,0.532,2.1135363094314072e-05,-0.007467063916949863,1.015110165987359,1.356539657395206,-3.3853978380294167,-387.1553231739082,2.8909135439269527,2.9346130622589714
011690,2020.0,3,0.0,62822629415.0,74656380686.0,202595380.0,31729692087.0,-47968575455.0,41296547878.0,118182000000.0,76885417555.0,0.0,219445116928.0,0.0,0.0,-1.5117882431217555,0.7683376387957945,3.508928926656451,-0.8617880066425441,-4.574768269569827,6.916080884942122,5.3138808089086655
011700,2020.0,3,476789265.0,61177543087.0,7637828042.0,808718164.0,12346295505.0,717945541.0,82126838403.0,92473178634.0,10346340231.0,0.039,51264865222.6077,0.246,0.009300507529467511,0.05815068501391746,0.1503320442510667,4.044817484947174,0.8740199862530924,71.40494967237034,4.152246736832637,0.6242157401828712
012200,2020.0,3,1197131955.0,155311000000.0,83563060757.0,3661440639.0,103886000000.0,11731642896.0,195887000000.0,289311000000.0,93423699398.0,0.045,51016623780.7167,0.267,0.0234655268475938,0.11292804512638854,0.5303363673954882,1.7770567198986194,0.523073509737757,4.348634222246164,0.4910827616879724,0.26043864826322394
012320,2020.0,3,1140154500.0,223974000000.0,70523675524.0,-1242803496.0,72736147732.0,-24108081.0,419862000000.0,595000000000.0,175137000000.0,0.028,63500853643.8959,-0.023,0.01795494760422955,-0.000331445666999405,0.17323822525496474,0.9505500000240396,0.5828700858853624,-2634.0069806425445,0.8730302005801571,0.15124184232451038
012450,2020.0,3,17431420590.0,5298610000000.0,4010570000000.0,94287442498.0,1377140000000.0,56030541351.0,2908210000000.0,9583710000000.0,6675500000000.0,0.036,1286001764041.7,0.138,0.013554740807832024,0.04068616215562688,0.473535267398159,1.54107030631477,-1.2953982002675186,22.951799733392157,0.933820645716267,0.442197009171174
012610,2020.0,3,2034338250.0,272610000000.0,217867000000.0,-841014343.0,79132357136.0,-2025263333.0,234743000000.0,519233000000.0,284490000000.0,0.044,296724720571.733,-0.243,0.006855978315794556,-0.025593365423442427,0.3371020952105068,1.9903215487363877,-0.21192112224858684,-146.51167368551424,3.74972680343352,1.2640407619044358
013120,2020.0,3,15437377000.0,942361000000.0,107459000000.0,29509570260.0,121678000000.0,92495242621.0,848196000000.0,973967000000.0,125771000000.0,0.028,360507619210.534,0.207,0.04282122256890409,0.7601640610545867,0.14345505048361465,3.2602662627160153,0.8517194139090494,3.897580124068833,2.962800335397804,0.42502867168736236
013570,2020.0,3,5181961650.0,433970000000.0,221282000000.0,10842671957.0,193259000000.0,18298050150.0,489552000000.0,794058000000.0,304506000000.0,0.034,109226371559.169,0.093,0.0474424040277936,0.09468149038337154,0.3947670523253914,1.5496297357857096,0.3779904892636533,5.969290206539794,0.5651812932860514,0.22311495317998703
013870,2020.0,3,572168400.0,211000000000.0,166626000000.0,-3278868727.0,113903000000.0,-10529350081.0,224107000000.0,478493000000.0,254386000000.0,0.067,139037016127.015,0.657,0.004115223527792806,-0.09244137626752588,0.508252754264704,1.5600520643130416,-0.13510956819733422,-13.204710172748888,1.2206615815827064,0.6204046108645201
014440,2020.0,3,2020000000.0,76843030703.0,30721995742.0,2569953431.0,28163770266.0,772291317.0,146267000000.0,179007000000.0,32740195808.0,0.069,72400004118.7556,0.249,0.02790055089895649,0.02742144640812985,0.1925504062160296,2.2869230458932894,0.7761614321207108,93.74701297950187,2.5706786923396643,0.49498588909974617
014470,2020.0,3,1055409460.0,87736744890.0,63339866605.0,496015823.0,85008428100.0,600009968.0,178625000000.0,259997000000.0,81371491643.0,0.053,139921579556.336,0.016,0.007542864105354565,0.007058240946346825,0.47590442603219035,2.1109875043834205,0.5444563099062281,233.19875838518735,1.6459730250715694,0.7833236184648917
014530,2020.0,3,5386911840.0,112535000000.0,80131335884.0,3136543938.0,136860000000.0,9058254176.0,173867000000.0,296395000000.0,122528000000.0,0.018,111059084864.0,0.028,0.048504918319799493,0.06618627923425398,0.7871533988623488,1.874618312839501,0.29527742469818885,12.260539691881572,0.811479503609528,0.6387588493733716
014820,2020.0,3,12864186474.0,485566000000.0,356794000000.0,29566275967.0,285224000000.0,49702618507.0,613652000000.0,1265890000000.0,652236000000.0,0.039,678395232495.432,0.092,0.01896267228571159,0.17425819183168317,0.46479763774908256,1.7813397250994178,-0.06287602745530041,13.649084351559635,2.3784647592609036,1.1055011985507013
014830,2020.0,3,28675311600.0,471978000000.0,234564000000.0,23579607534.0,214435000000.0,64677970552.0,779503000000.0,1102500000000.0,323001000000.0,0.032,349252435324.928,0.154,0.08210482934305624,0.3016204003637466,0.2750919496140489,1.7254180071340326,0.5856321271374196,5.399866946105473,1.6287100301952946,0.44804731670589437
015710,2020.0,3,2655653980.0,71286870908.0,22377395664.0,3716936508.0,29356274931.0,4767810793.0,119992000000.0,149846000000.0,29853994798.0,0.05,104481819584.748,0.05,0.025417378741628135,0.16241198190868653,0.24465193455397027,3.157573741614329,0.751200123358224,21.914002908451405,3.5590966439143137,0.8707398414490911
015760,2020.0,3,81073000000.0,21003700000000.0,23324500000000.0,2332210000000.0,15711400000000.0,1507780000000.0,70135600000000.0,201777000000000.0,131642000000000.0,0.027,13096065263079.1,0.075,0.006190638055887208,0.09596725944218848,0.22401462310153475,0.4624431528028924,-0.8769640524926001,8.68566054933684,0.8335390393649897,0.18672653116245955
015860,2020.0,3,6724268200.0,526814000000.0,429648000000.0,9267999441.0,253951000000.0,18753166279.0,526129000000.0,1198120000000.0,671990000000.0,0.058,248711436538.532,0.204,0.02703642539959449,0.07384560910963138,0.4826782024940651,1.4892351489529458,-0.2772342904496805,13.262370355935136,0.9793678171715489,0.47271859908868913
016450,2020.0,3,22691082750.0,1085290000000.0,961904000000.0,49502320833.0,839651000000.0,39432421250.0,616243000000.0,1808380000000.0,1192140000000.0,0.065,222800270375.451,0.641,0.1018449515871871,0.046962870585517076,1.3625323127402664,2.131633980308484,-0.9345290737582415,5.650179809221099,0.265348663165352,0.36154788779607133
017040,2020.0,3,650064225.0,88210516009.0,37599649405.0,403885782.0,28421367399.0,464517681.0,109093000000.0,159453000000.0,50359913189.0,0.029,81041312514.7527,-0.071,0.008021393099743576,0.016343959615973437,0.2605242077768509,2.1461210846259196,0.5383763102215541,174.46335377436947,2.8514220085555815,0.7428638686808264
017250,2020.0,3,2054546700.0,41029701205.0,36682818083.0,-599604616.0,18710476379.0,-610094324.0,53315419166.0,99450949000.0,46135529834.0,0.028,36408645703.4419,-0.024,0.0564301873993015,-0.0326070973096521,0.3509393093345862,1.6532111979856876,0.1346681587486931,-59.677076594867486,1.9458962436844058,0.682891483795371
018120,2020.0,3,8933981400.0,61661618920.0,12203529507.0,4034186320.0,22780343216.0,11657163590.0,82121522796.0,97986123590.0,15864600794.0,0.013,199957852483.368,0.035,0.04467932261246457,0.511720279166491,0.2773979639002699,8.86027370888365,0.8068155551205544,17.153216641387804,8.777648808334268,2.4349019072635563
019010,2020.0,3,1206000000.0,89014697879.0,215620000000.0,193612875.0,12236439665.0,5257939014.0,294895000000.0,578212000000.0,283317000000.0,0.046,72782063004.2598,-0.042,0.016570016707679956,0.4296951693423808,0.04149422562267926,0.8832124848181164,0.039261432035131105,13.842317837933713,5.947977107461985,0.24680670409555874
019540,2020.0,3,0.0,106534000000.0,230605000000.0,-837358350.0,46881887164.0,-9034930853.0,110653000000.0,357496000000.0,246844000000.0,0.061,60067522372.2487,0.288,0.0,-0.19271687637902526,0.42368383291912554,1.5300945689970928,-1.2307935618555303,-6.648365477230366,1.2812522277979839,0.5428507606934235
019990,2020.0,3,470970850.0,21538484987.0,2231139842.0,-28484113.0,4822234646.0,-69837717.0,39877578406.0,45652700214.0,5775121808.0,0.058,42438947260.6005,0.298,0.011097609163298926,-0.014482438563608627,0.1209259648844285,5.147286756800185,0.8551787235121812,-607.6794758425523,8.800680675255657,1.064230802295034
020760,2020.0,3,0.0,23626350820.0,74544338385.0,-6161276467.0,23882840095.0,-23359836418.0,26963505785.0,109834000000.0,82870365012.0,0.06,151539497610.934,0.351,0.0,-0.9781012779502094,0.8857468418771495,2.337818701934808,-2.0734269376091814,-6.487181455353203,6.345120471775867,5.62014348875349
021050,2020.0,3,464565100.0,97525121846.0,105337000000.0,2172882304.0,60402532836.0,134147165.0,111900000000.0,226004000000.0,114104000000.0,0.064,164974264320.0,-0.149,0.0028159852805822168,0.002220886421505293,0.5397902845040214,2.3368265633084655,-0.01969615728328855,1229.8006023459386,2.731247458909125,1.4743008428954423
021650,2020.0,3,406252225.0,78387852335.0,61095834984.0,4071992431.0,47036582456.0,8965086886.0,65525245569.0,140210000000.0,74684948025.0,0.075,60333522344.0533,0.606,0.006733441198465711,0.1905981773736712,0.7178390870198129,2.1969484011039224,-0.13978890695426038,6.729831301275054,1.2826935800553072,0.9207703088442044
023160,2020.0,3,2586724200.0,268357000000.0,17822471235.0,1756627285.0,44367402168.0,336443612.0,434448000000.0,465947000000.0,31498913524.0,0.028,168274851999.502,-0.127,0.015372018868319404,0.007583126249448521,0.10212361932383163,4.057683398886391,0.9274967003553936,500.15766683512487,3.792758732240363,0.3873301718611619
023600,2020.0,3,2014723625.0,144777000000.0,69142831997.0,9056433945.0,99784053913.0,27942701542.0,417457000000.0,566271000000.0,148814000000.0,0.031,127743050685.771,0.081,0.01577168866865347,0.28003173298974965,0.23902834043506277,1.2217779259285566,0.64352256639606,4.571607025675864,1.280195037948127,0.30600289535394304
023900,2020.0,3,2016000000.0,73747495336.0,21181686507.0,4280363379.0,29499993325.0,7192019681.0,154389000000.0,185038000000.0,30648973450.0,0.05,263969900539.27,-0.147,0.007637234381198268,0.24379733248634558,0.19107574584329196,6.041898198852862,0.8014821428340102,36.70316715576157,8.94813424637512,1.7097711310057482
024890,2020.0,3,411156350.0,63262866029.0,45473248798.0,590454588.0,24909365981.0,264923393.0,79202225164.0,135239000000.0,56037258596.0,0.036,66617454490.8642,-0.037,0.006171901240333121,0.010635493219782244,0.3145033605990419,1.9439632873218426,0.29247873427840554,251.45931333766436,2.6743938220538284,0.8411109820307531
025880,2020.0,3,236777025.0,52802775034.0,38225071771.0,249289915.0,16633574265.0,948456497.0,53030865921.0,105301000000.0,52270324296.0,0.039,33766039893.3333,0.084,0.007012282925329031,0.05702060674930951,0.3136583568101454,1.6633138948010637,0.014341489843537114,35.60104232522676,2.029993034292278,0.6367265633537156
029530,2020.0,3,9832209000.0,755624000000.0,53720232066.0,-723569613.0,75281076294.0,-8538223939.0,854934000000.0,925405000000.0,70471257322.0,0.027,218736519825.955,-0.069,0.04495001112673515,-0.11341793129597574,0.08805483966481623,3.002226428499478,0.9175711138848145,-25.61850349542056,2.9055976693493233,0.25585201391254403
030520,2020.0,3,0.0,280997000000.0,128513000000.0,13444443368.0,102127000000.0,8861849057.0,443620000000.0,715836000000.0,272216000000.0,0.053,456997252913.57,0.285,0.0,0.08677283242433441,0.230212794734232,1.9343217966966446,0.38637572697353595,51.569063067327534,4.474793667821144,1.0301547561281503
031440,2020.0,3,2903465690.0,303137000000.0,290084000000.0,4491309042.0,320950000000.0,-2731036397.0,309735000000.0,973768000000.0,664033000000.0,0.025,203304939172.881,-0.029,0.014281333753190465,-0.008509226973048761,1.0362083716725587,1.319138285650802,-1.1438746024827675,-74.44241292287728,0.633447387982181,0.6563834864412514
031510,2020.0,3,496800000.0,85011204919.0,89444809276.0,3199540670.0,33859462214.0,4141873695.0,120426000000.0,214884000000.0,94458311160.0,0.1,88760042684.674,1.228,0.0055971131262849355,0.12232544240727615,0.28116405272947703,1.8279941839390974,0.2156319137063425,21.429925009983673,2.6214250576010047,0.7370523975378906
031980,2020.0,3,531746700.0,88715511551.0,12118659122.0,1254495574.0,14885968945.0,56192917793.0,196181000000.0,235860000000.0,39678993396.0,0.034,153308549437.743,0.04,0.003468473884530078,3.774891510295301,0.07587874944566497,2.9221947095029526,0.7977429343514407,2.728253941226038,10.298862640663867,0.7814647915799671
032190,2020.0,3,62425090360.0,31079300000000.0,30098700000000.0,380704000000.0,1317190000000.0,500599000000.0,3142820000000.0,35104500000000.0,31961700000000.0,0.058,505560219648.0,-0.006,0.12347706155255635,0.3800507140199971,0.4191108622192808,2.3455687000510306,-9.169752006160072,1.009910566437408,0.38381723187087663,0.16086299466972126
033290,2020.0,3,8657912700.0,212178000000.0,76082925570.0,15160483029.0,88031466284.0,46319706061.0,275853000000.0,374464000000.0,98610775033.0,0.041,345360986034.717,0.081,0.025069168348765585,0.5261721520299015,0.3191245564992949,3.434439279637399,0.6425241884880715,7.456027151379141,3.9231538518345395,1.2519737120203402
